"","case_id","charge_count","charge_disposition","sentence_court_name","length_of_case_in_days","age_at_incident","gender","offense_category","days_incident_arrest","sentence","convicted_chicago"
"530",669728840992,2,"Plea Of Guilty","District 2 - Skokie",440,18,"Female","UUW_Unlawful_Use_of_Weapon",0,"Detention","ja"
"531",687453300444,1,"Plea Of Guilty","District 6 - Markham",174,50,"Male","Failure_to_Register_as_a_Sex_Offender",18,"Non-detention","nee"
"532",691072073231,1,"Plea Of Guilty","District 5 - Bridgeview",210,21,"Male","Criminal_Damage_to_Property",92,"Detention","nee"
"533",679967580638,1,"Plea Of Guilty","District 1 - Chicago",332,19,"Male","Burglary",0,"Detention","ja"
"534",669549976682,1,"Plea Of Guilty","District 1 - Chicago",2,46,"Female","Escape_Failure_to_Return",25,"Non-detention","nee"
"535",652840820613,3,"Plea Of Guilty","District 2 - Skokie",539,26,"Male","Attempt_Armed_Robbery",0,"Detention","ja"
"536",686540347194,1,"Plea Of Guilty","District 3 - Rolling Meadows",97,48,"Male","Narcotics",115,"Non-detention","nee"
"537",712099063433,1,"Plea Of Guilty","District 1 - Chicago",0,49,"Male","Retail_Theft",0,"Detention","ja"
"538",665398585726,3,"Plea Of Guilty","District 2 - Skokie",180,23,"Male","Reckless_Discharge_of_Firearm",0,"Non-detention","ja"
"539",711964666777,1,"Plea Of Guilty","District 1 - Chicago",0,53,"Male","Retail_Theft",0,"Detention","ja"
"540",661218874588,1,"Plea Of Guilty","District 3 - Rolling Meadows",27,18,"Male","Residential_Burglary",23,"Detention","nee"
"541",698490967342,1,"Plea Of Guilty","District 5 - Bridgeview",508,35,"Male","Narcotics",0,"Detention","ja"
"542",400490356970,1,"Plea Of Guilty","District 1 - Chicago",593,42,"Male","Narcotics",0,"Detention","nee"
"543",662069225330,1,"Plea Of Guilty","District 1 - Chicago",551,31,"Male","Narcotics",122,"Non-detention","ja"
"544",664393716094,1,"Plea Of Guilty","District 5 - Bridgeview",21,32,"Male","Retail_Theft",0,"Detention","nee"
"545",708712317403,1,"Plea Of Guilty","District 5 - Bridgeview",0,31,"Male","Narcotics",0,"Non-detention","nee"
"546",665521803362,1,"Plea Of Guilty","District 1 - Chicago",136,47,"Male","Narcotics",0,"Detention","ja"
"547",706887653016,1,"Plea Of Guilty","District 3 - Rolling Meadows",53,39,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Non-detention","nee"
"548",686682941796,1,"Plea Of Guilty","District 1 - Chicago",290,38,"Male","Theft",0,"Non-detention","ja"
"549",680842525223,1,"Plea Of Guilty","District 2 - Skokie",156,22,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","nee"
"550",689591474219,4,"Plea Of Guilty","District 1 - Chicago",201,23,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","nee"
"551",681269315341,1,"Plea Of Guilty","District 1 - Chicago",203,41,"Female","Theft",413,"Detention","ja"
"552",681826030506,1,"Plea Of Guilty","District 5 - Bridgeview",0,36,"Male","Burglary",49,"Detention","nee"
"553",702515662745,1,"Plea Of Guilty","District 1 - Chicago",65,36,"Male","Narcotics",0,"Detention","ja"
"554",694749970610,1,"Plea Of Guilty","District 5 - Bridgeview",43,29,"Female","Retail_Theft",0,"Non-detention","nee"
"555",655118856342,1,"Plea Of Guilty","District 1 - Chicago",100,18,"Male","UUW_Unlawful_Use_of_Weapon",0,"Non-detention","ja"
"556",672342744148,1,"Plea Of Guilty","District 1 - Chicago",306,38,"Male","Narcotics",0,"Detention","ja"
"557",703479294216,1,"Finding Guilty","District 6 - Markham",235,42,"Male","Criminal_Damage_to_Property",0,"Non-detention","nee"
"558",658254198646,1,"Plea Of Guilty","District 1 - Chicago",103,22,"Male","Narcotics",0,"Detention","ja"
"559",695682052404,3,"Plea Of Guilty","District 6 - Markham",497,18,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","nee"
"560",672626194395,1,"Plea Of Guilty","District 6 - Markham",356,25,"Female","Other_Offense",135,"Non-detention","nee"
"561",674697294053,1,"Plea Of Guilty","District 1 - Chicago",565,41,"Male","Domestic_Battery",2,"Detention","ja"
"562",696475762781,1,"Plea Of Guilty","District 1 - Chicago",141,34,"Male","Narcotics",0,"Non-detention","ja"
"563",686680954415,1,"Plea Of Guilty","District 4 - Maywood",63,48,"Female","Credit_Card_Cases",38,"Non-detention","nee"
"564",660501926811,1,"Plea Of Guilty","District 2 - Skokie",231,18,"Male","Robbery",6,"Non-detention","nee"
"565",677021536396,2,"Plea Of Guilty","District 2 - Skokie",270,45,"Male","Retail_Theft",8,"Detention","ja"
"566",667550919592,1,"Plea Of Guilty","District 3 - Rolling Meadows",38,22,"Male","Burglary",3,"Non-detention","nee"
"567",688624613253,1,"Plea Of Guilty","District 1 - Chicago",278,41,"Female","Residential_Burglary",35,"Detention","ja"
"568",711141145682,2,"Plea Of Guilty","District 1 - Chicago",28,34,"Male","Narcotics",0,"Detention","ja"
"569",692369087903,1,"Plea Of Guilty","District 1 - Chicago",24,26,"Male","Burglary",1,"Non-detention","ja"
"570",706722948797,2,"Plea Of Guilty","District 3 - Rolling Meadows",14,38,"Male","Retail_Theft",45,"Detention","nee"
"571",692023780415,5,"Plea Of Guilty","District 2 - Skokie",712,26,"Male","Residential_Burglary",36,"Detention","ja"
"572",692500255063,1,"Finding Guilty","District 1 - Chicago",347,44,"Male","Narcotics",0,"Detention","ja"
"573",668218928107,1,"Plea Of Guilty","District 4 - Maywood",0,38,"Male","Aggravated_DUI",0,"Non-detention","nee"
"574",691381111011,1,"Plea Of Guilty","District 4 - Maywood",14,45,"Female","Retail_Theft",10,"Non-detention","nee"
"575",695321094289,8,"Finding Guilty","District 1 - Chicago",78,32,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","ja"
"576",663217683255,1,"Plea Of Guilty","District 5 - Bridgeview",34,55,"Male","Retail_Theft",0,"Detention","ja"
"577",679682639855,1,"Plea Of Guilty","District 2 - Skokie",700,23,"Male","Narcotics",0,"Detention","ja"
"578",688474317548,1,"Plea Of Guilty","District 1 - Chicago",35,56,"Male","Narcotics",0,"Detention","ja"
"579",690769991285,1,"Plea Of Guilty","District 1 - Chicago",105,45,"Male","Retail_Theft",0,"Detention","ja"
"580",676876209144,1,"Plea Of Guilty","District 4 - Maywood",439,17,"Male","Theft",0,"Non-detention","nee"
"581",673025161176,1,"Plea Of Guilty","District 1 - Chicago",182,34,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","ja"
"582",666797205263,1,"Plea Of Guilty","District 1 - Chicago",22,52,"Male","Theft",0,"Detention","ja"
"583",599125384029,1,"Plea Of Guilty","District 2 - Skokie",5860,49,"Male","PROMIS_Conversion",0,"Non-detention","nee"
"584",695085589614,1,"Plea Of Guilty","District 6 - Markham",357,21,"Female","Aggravated_Battery",0,"Non-detention","nee"
"585",650784874736,1,"Plea Of Guilty","District 4 - Maywood",390,22,"Male","Forgery",23,"Non-detention","nee"
"586",662855731449,1,"Plea Of Guilty","District 2 - Skokie",44,39,"Female","Retail_Theft",0,"Detention","ja"
"587",710556855602,1,"Plea Of Guilty","District 1 - Chicago",0,18,"Male","Narcotics",0,"Non-detention","ja"
"588",695379722035,1,"Plea Of Guilty","District 1 - Chicago",324,19,"Male","Robbery",1,"Non-detention","ja"
"589",684810828683,1,"Plea Of Guilty","District 6 - Markham",557,27,"Male","Identity_Theft",6,"Non-detention","nee"
"590",661943771890,1,"Plea Of Guilty","District 6 - Markham",13,45,"Male","Forgery",71,"Detention","nee"
"591",712405120141,1,"Plea Of Guilty","District 1 - Chicago",35,18,"Female","Narcotics",58,"Non-detention","ja"
"592",682009118001,1,"Plea Of Guilty","District 1 - Chicago",55,18,"Male","Armed_Robbery",116,"Detention","ja"
"593",709736315579,1,"Plea Of Guilty","District 1 - Chicago",145,49,"Male","Aggravated_DUI",0,"Detention","ja"
"594",692133831650,1,"Plea Of Guilty","District 3 - Rolling Meadows",16,42,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Non-detention","nee"
"595",675132282119,1,"Plea Of Guilty","District 1 - Chicago",15,18,"Male","Narcotics",0,"Detention","ja"
"596",696414650808,1,"Plea Of Guilty","District 2 - Skokie",168,35,"Male","Aggravated_DUI",0,"Non-detention","ja"
"597",683998486607,1,"Plea Of Guilty","District 6 - Markham",96,38,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Non-detention","nee"
"598",662369319895,3,"Plea Of Guilty","District 1 - Chicago",104,18,"Female","Narcotics",0,"Non-detention","ja"
"599",681686416975,1,"Plea Of Guilty","District 1 - Chicago",1,19,"Male","Narcotics",0,"Non-detention","ja"
"600",697934252177,1,"Plea Of Guilty","District 1 - Chicago",147,29,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","ja"
"601",388735245449,1,"Plea Of Guilty","District 1 - Chicago",645,24,"Male","Possession_of_Stolen_Motor_Vehicle",0,"Detention","nee"
"602",702124148644,1,"Plea Of Guilty","District 1 - Chicago",142,52,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Detention","ja"
"603",687555650577,1,"Finding Guilty","District 6 - Markham",77,34,"Male","Retail_Theft",0,"Non-detention","nee"
"604",705603059477,1,"Plea Of Guilty","District 1 - Chicago",180,20,"Male","Narcotics",0,"Detention","ja"
"605",666150312674,1,"Plea Of Guilty","District 1 - Chicago",133,25,"Male","Narcotics",0,"Non-detention","ja"
"606",652516629051,1,"Plea Of Guilty","District 1 - Chicago",252,45,"Female","Retail_Theft",0,"Detention","ja"
"607",694824000560,1,"Plea Of Guilty","District 2 - Skokie",7,39,"Male","Retail_Theft",0,"Detention","ja"
"608",697038688512,1,"Plea Of Guilty","District 2 - Skokie",141,45,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Non-detention","ja"
"609",682911885923,1,"Plea Of Guilty","District 1 - Chicago",262,35,"Male","Narcotics",0,"Detention","ja"
"610",667867658475,1,"Plea Of Guilty","District 6 - Markham",551,20,"Male","Aggravated_Fleeing_and_Eluding",0,"Non-detention","nee"
"611",645721275799,1,"Plea Of Guilty","District 1 - Chicago",421,25,"Male","Narcotics",0,"Non-detention","ja"
"612",652391920879,1,"Plea Of Guilty","District 1 - Chicago",288,25,"Male","Narcotics",0,"Detention","ja"
"613",653476285760,1,"Plea Of Guilty","District 1 - Chicago",141,19,"Male","Narcotics",0,"Non-detention","ja"
"614",648624094500,2,"Plea Of Guilty","District 1 - Chicago",439,18,"Male","Other_Offense",8,"Detention","nee"
"615",704882385361,1,"Plea Of Guilty","District 1 - Chicago",54,54,"Male","Narcotics",28,"Detention","ja"
"616",685535974407,1,"Plea Of Guilty","District 4 - Maywood",91,35,"Male","Retail_Theft",1,"Detention","nee"
"617",703920244425,1,"Plea Of Guilty","District 1 - Chicago",3,20,"Female","Narcotics",0,"Non-detention","ja"
"618",694630727736,1,"Plea Of Guilty","District 1 - Chicago",223,21,"Male","Narcotics",0,"Non-detention","ja"
"619",673684226474,2,"Plea Of Guilty","District 1 - Chicago",446,28,"Male","Narcotics",0,"Detention","ja"
"620",641868985717,1,"Plea Of Guilty","District 6 - Markham",511,20,"Male","Aggravated_Robbery",51,"Detention","nee"
"621",673783347113,1,"Plea Of Guilty","District 2 - Skokie",254,51,"Male","Aggravated_DUI",0,"Non-detention","nee"
"622",685979905688,1,"Plea Of Guilty","District 1 - Chicago",158,52,"Male","Retail_Theft",0,"Detention","ja"
"623",661339856420,1,"Plea Of Guilty","District 5 - Bridgeview",7,30,"Male","Narcotics",0,"Non-detention","ja"
"624",710861918620,1,"Plea Of Guilty","District 1 - Chicago",118,31,"Male","Narcotics",0,"Non-detention","ja"
"625",665096255357,2,"Plea Of Guilty","District 2 - Skokie",51,21,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","ja"
"626",695614481442,2,"Plea Of Guilty","District 1 - Chicago",15,52,"Male","Narcotics",0,"Detention","ja"
"627",681146594550,1,"Plea Of Guilty","District 3 - Rolling Meadows",104,41,"Male","Aggravated_DUI",0,"Non-detention","nee"
"628",661447423429,1,"Plea Of Guilty","District 1 - Chicago",35,24,"Female","Identity_Theft",0,"Non-detention","ja"
"629",669677914348,1,"Plea Of Guilty","District 3 - Rolling Meadows",34,25,"Male","Narcotics",4,"Non-detention","nee"
"630",648938597579,1,"Plea Of Guilty","District 1 - Chicago",460,55,"Male","Burglary",0,"Detention","ja"
"631",680718065473,1,"Plea Of Guilty","District 4 - Maywood",455,52,"Male","Burglary",0,"Detention","nee"
"632",704150035379,2,"Plea Of Guilty","District 1 - Chicago",90,23,"Male","Narcotics",0,"Non-detention","ja"
"633",690585164831,1,"Plea Of Guilty","District 6 - Markham",221,55,"Male","Failure_to_Register_as_a_Sex_Offender",0,"Detention","nee"
"634",675177246619,1,"Plea Of Guilty","District 5 - Bridgeview",76,18,"Male","Robbery",27,"Detention","ja"
"635",678691185047,1,"Plea Of Guilty","District 2 - Skokie",253,62,"Female","Aggravated_Battery_Police_Officer",0,"Non-detention","ja"
"636",704454353129,1,"Plea Of Guilty","District 1 - Chicago",145,35,"Male","Failure_to_Register_as_a_Sex_Offender",106,"Non-detention","ja"
"637",667237658627,1,"Plea Of Guilty","District 1 - Chicago",56,21,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","ja"
"638",690335251642,1,"Plea Of Guilty","District 5 - Bridgeview",37,27,"Male","Credit_Card_Cases",0,"Non-detention","nee"
"639",701272804211,1,"Plea Of Guilty","District 2 - Skokie",188,49,"Male","Theft",39,"Detention","ja"
"640",668117571664,1,"Plea Of Guilty","District 1 - Chicago",266,28,"Male","Narcotics",0,"Detention","ja"
"641",673173966345,1,"Plea Of Guilty","District 2 - Skokie",28,49,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Non-detention","ja"
"642",698046539216,1,"Plea Of Guilty","District 5 - Bridgeview",159,56,"Female","Retail_Theft",0,"Non-detention","nee"
"643",694946472928,1,"Plea Of Guilty","District 1 - Chicago",91,20,"Male","Narcotics",0,"Non-detention","ja"
"644",699722398434,1,"Plea Of Guilty","District 5 - Bridgeview",154,41,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Detention","ja"
"645",677921820090,1,"Plea Of Guilty","District 5 - Bridgeview",26,34,"Male","Credit_Card_Cases",64,"Detention","nee"
"646",694357959663,1,"Plea Of Guilty","District 2 - Skokie",58,23,"Male","Possession_of_Stolen_Motor_Vehicle",6,"Detention","ja"
"647",682518384440,1,"Plea Of Guilty","District 1 - Chicago",62,18,"Male","Narcotics",0,"Non-detention","ja"
"648",670059491543,2,"Plea Of Guilty","District 1 - Chicago",153,19,"Male","Narcotics",0,"Non-detention","ja"
"649",660984115181,1,"Plea Of Guilty","District 1 - Chicago",61,18,"Male","Robbery",0,"Non-detention","ja"
"650",664970553495,1,"Plea Of Guilty","District 1 - Chicago",17,21,"Female","Narcotics",0,"Non-detention","ja"
"651",683889925908,1,"Plea Of Guilty","District 5 - Bridgeview",0,26,"Male","Aggravated_Fleeing_and_Eluding",0,"Detention","nee"
"652",668836009977,1,"Plea Of Guilty","District 1 - Chicago",636,37,"Male","Aggravated_Battery_With_A_Firearm",5,"Detention","ja"
"653",671287693140,1,"Plea Of Guilty","District 1 - Chicago",37,42,"Male","Forgery",131,"Detention","ja"
"654",670848481889,1,"Plea Of Guilty","District 6 - Markham",232,47,"Male","Narcotics",0,"Non-detention","nee"
"655",710059513451,1,"Plea Of Guilty","District 1 - Chicago",112,22,"Male","Escape_Failure_to_Return",236,"Detention","ja"
"656",677784690786,1,"Plea Of Guilty","District 1 - Chicago",181,36,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","ja"
"657",655983615597,1,"Plea Of Guilty","District 1 - Chicago",180,29,"Male","Narcotics",0,"Non-detention","ja"
"658",659360424721,1,"Plea Of Guilty","District 1 - Chicago",15,22,"Female","Aggravated_Battery_Police_Officer",0,"Non-detention","ja"
"659",652923545357,1,"Plea Of Guilty","District 1 - Chicago",944,35,"Male","Burglary",0,"Non-detention","ja"
"660",672518130541,1,"Plea Of Guilty","District 4 - Maywood",0,20,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","nee"
"661",659438926279,1,"Plea Of Guilty","District 5 - Bridgeview",370,27,"Male","Narcotics",0,"Detention","ja"
"662",709210404823,1,"Plea Of Guilty","District 5 - Bridgeview",0,50,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Non-detention","nee"
"663",680993566196,1,"Plea Of Guilty","District 2 - Skokie",52,24,"Male","Theft",2149,"Detention","nee"
"664",665643033617,1,"Plea Of Guilty","District 1 - Chicago",49,51,"Female","Prostitution",0,"Non-detention","ja"
"665",709793452789,1,"Plea Of Guilty","District 1 - Chicago",55,25,"Male","Narcotics",0,"Detention","ja"
"666",669142563531,1,"Plea Of Guilty","District 1 - Chicago",32,26,"Male","Aggravated_DUI",0,"Non-detention","ja"
"667",655025201002,3,"Plea Of Guilty","District 1 - Chicago",88,19,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","ja"
"668",700923273539,1,"Finding Guilty","District 1 - Chicago",438,36,"Male","Narcotics",4,"Detention","ja"
"669",668458655967,1,"Finding Guilty","District 1 - Chicago",133,33,"Male","Narcotics",0,"Detention","ja"
"670",685009069960,1,"Plea Of Guilty","District 2 - Skokie",96,53,"Male","Intimidation",75,"Non-detention","ja"
"671",696878455901,1,"Plea Of Guilty","District 5 - Bridgeview",279,28,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Detention","nee"
"672",678858125070,1,"Plea Of Guilty","District 1 - Chicago",148,38,"Male","Narcotics",0,"Detention","ja"
"673",702208860768,3,"Plea Of Guilty","District 4 - Maywood",400,32,"Male","Home_Invasion",0,"Detention","nee"
"674",701235043968,1,"Plea Of Guilty","District 1 - Chicago",0,23,"Male","Retail_Theft",0,"Detention","ja"
"675",652331057329,1,"Plea Of Guilty","District 4 - Maywood",363,25,"Male","Narcotics",0,"Non-detention","nee"
"676",654720883252,5,"Finding Guilty","District 2 - Skokie",368,29,"Male","Aggravated_DUI",0,"Non-detention","ja"
"677",668852405872,1,"Plea Of Guilty","District 1 - Chicago",51,22,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","ja"
"678",670188919745,1,"Plea Of Guilty","District 1 - Chicago",343,42,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","ja"
"679",656135650261,1,"Plea Of Guilty","District 1 - Chicago",239,17,"Male","Armed_Robbery",24,"Detention","ja"
"680",663508089336,1,"Plea Of Guilty","District 1 - Chicago",454,25,"Male","Armed_Robbery",0,"Detention","ja"
"681",675306426399,1,"Plea Of Guilty","District 2 - Skokie",8,28,"Male","Attempt_Armed_Robbery",0,"Detention","ja"
"682",698560774108,1,"Plea Of Guilty","District 2 - Skokie",170,34,"Female","Driving_With_Suspended_Or_Revoked_License",0,"Non-detention","ja"
"683",660089793630,1,"Plea Of Guilty","District 1 - Chicago",0,44,"Male","Narcotics",225,"Non-detention","ja"
"684",682038431874,2,"Plea Of Guilty","District 1 - Chicago",26,44,"Male","Narcotics",0,"Detention","ja"
"685",657854735020,1,"Plea Of Guilty","District 1 - Chicago",81,45,"Male","Sex_Crimes",0,"Detention","ja"
"686",665148920960,1,"Plea Of Guilty","District 1 - Chicago",190,23,"Male","Aggravated_DUI",0,"Non-detention","ja"
"687",653649684772,2,"Plea Of Guilty","District 1 - Chicago",669,26,"Male","Home_Invasion",22,"Detention","ja"
"688",682873380411,1,"Plea Of Guilty","District 4 - Maywood",543,20,"Female","Identity_Theft",31,"Non-detention","nee"
"689",647396141326,1,"Plea Of Guilty","District 6 - Markham",349,29,"Male","Other_Offense",0,"Detention","nee"
"690",649040699289,1,"Plea Of Guilty","District 1 - Chicago",336,29,"Male","Narcotics",29,"Detention","ja"
"691",669899258932,1,"Plea Of Guilty","District 1 - Chicago",41,23,"Male","UUW_Unlawful_Use_of_Weapon",0,"Non-detention","ja"
"692",679929323550,1,"Plea Of Guilty","District 1 - Chicago",87,17,"Male","Residential_Burglary",0,"Detention","ja"
"693",693164537238,1,"Plea Of Guilty","District 2 - Skokie",92,21,"Male","Theft",35,"Non-detention","ja"
"694",661846887055,1,"Plea Of Guilty","District 1 - Chicago",0,22,"Male","Narcotics",0,"Non-detention","ja"
"695",708511591899,1,"Plea Of Guilty","District 6 - Markham",37,41,"Male","Retail_Theft",0,"Detention","nee"
"696",670877547340,1,"Plea Of Guilty","District 1 - Chicago",34,49,"Male","Narcotics",0,"Non-detention","ja"
"697",668745087286,4,"Plea Of Guilty","District 1 - Chicago",96,39,"Male","Sex_Crimes",805,"Detention","ja"
"698",687192705080,1,"Plea Of Guilty","District 1 - Chicago",240,60,"Male","Narcotics",63,"Detention","ja"
"699",666554247908,1,"Finding Guilty","District 6 - Markham",1247,17,"Male","Residential_Burglary",258,"Non-detention","nee"
"700",707233705772,3,"Plea Of Guilty","District 5 - Bridgeview",104,35,"Male","Narcotics",0,"Detention","nee"
"701",700522070954,1,"Plea Of Guilty","District 1 - Chicago",39,39,"Male","Narcotics",0,"Detention","ja"
"702",659204663717,1,"Plea Of Guilty","District 1 - Chicago",59,54,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Detention","ja"
"703",678791796221,1,"Plea Of Guilty","District 1 - Chicago",77,25,"Male","Narcotics",203,"Detention","ja"
"704",707029005506,2,"Plea Of Guilty","District 1 - Chicago",167,37,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Non-detention","ja"
"705",709245929262,1,"Plea Of Guilty","District 1 - Chicago",98,33,"Female","Aggravated_Battery_Police_Officer",0,"Non-detention","ja"
"706",694614083418,1,"Plea Of Guilty","District 6 - Markham",0,28,"Male","Narcotics",0,"Detention","nee"
"707",683807201164,1,"Plea Of Guilty","District 1 - Chicago",0,27,"Male","Narcotics",0,"Non-detention","ja"
"708",665542422442,1,"Plea Of Guilty","District 1 - Chicago",204,34,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","ja"
"709",681791499757,1,"Plea Of Guilty","District 3 - Rolling Meadows",413,23,"Male","Domestic_Battery",2,"Non-detention","nee"
"710",701397263961,1,"Plea Of Guilty","District 3 - Rolling Meadows",61,19,"Male","Possession_of_Stolen_Motor_Vehicle",0,"Non-detention","nee"
"711",661483693136,1,"Plea Of Guilty","District 1 - Chicago",157,57,"Male","Narcotics",113,"Non-detention","ja"
"712",670514601844,1,"Plea Of Guilty","District 3 - Rolling Meadows",57,23,"Male","Identity_Theft",183,"Non-detention","nee"
"713",687088864411,1,"Plea Of Guilty","District 5 - Bridgeview",106,44,"Male","Narcotics",0,"Detention","nee"
"714",710321102504,2,"Plea Of Guilty","District 2 - Skokie",7,26,"Male","Burglary",41,"Non-detention","ja"
"715",687928781402,1,"Plea Of Guilty","District 5 - Bridgeview",134,34,"Male","Identity_Theft",0,"Detention","nee"
"716",661251914801,1,"Plea Of Guilty","District 6 - Markham",1133,28,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","nee"
"717",654177582909,1,"Plea Of Guilty","District 6 - Markham",174,33,"Male","Narcotics",0,"Non-detention","nee"
"718",684821759280,1,"Plea Of Guilty","District 1 - Chicago",237,35,"Male","Residential_Burglary",0,"Detention","ja"
"719",707583981713,1,"Plea Of Guilty","District 3 - Rolling Meadows",212,20,"Male","Residential_Burglary",25,"Detention","nee"
"720",674512219177,3,"Plea Of Guilty","District 1 - Chicago",10,29,"Male","Narcotics",0,"Detention","ja"
"721",677688799642,1,"Plea Of Guilty","District 1 - Chicago",22,18,"Male","Robbery",0,"Non-detention","ja"
"722",696137162704,1,"Plea Of Guilty","District 3 - Rolling Meadows",70,32,"Female","Retail_Theft",0,"Non-detention","nee"
"723",666471523165,1,"Plea Of Guilty","District 1 - Chicago",48,20,"Male","Narcotics",0,"Non-detention","ja"
"724",660062467138,1,"Plea Of Guilty","District 1 - Chicago",133,22,"Male","Aggravated_DUI",0,"Non-detention","ja"
"725",706432045871,1,"Plea Of Guilty","District 4 - Maywood",138,36,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Non-detention","nee"
"726",684496822449,1,"Plea Of Guilty","District 5 - Bridgeview",74,29,"Male","Aggravated_DUI",0,"Non-detention","nee"
"727",650457950525,1,"Plea Of Guilty","District 5 - Bridgeview",1155,42,"Male","Theft",160,"Non-detention","nee"
"728",665342193784,1,"Plea Of Guilty","District 1 - Chicago",19,24,"Male","Possession_of_Stolen_Motor_Vehicle",0,"Detention","ja"
"729",661840428066,1,"Plea Of Guilty","District 5 - Bridgeview",7,30,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Detention","ja"
"730",682155935789,1,"Plea Of Guilty","District 4 - Maywood",28,48,"Male","Narcotics",0,"Non-detention","nee"
"731",682015825413,4,"Plea Of Guilty","District 1 - Chicago",198,21,"Male","UUW_Unlawful_Use_of_Weapon",0,"Detention","ja"
"732",696664067152,1,"Plea Of Guilty","District 6 - Markham",24,33,"Male","Driving_With_Suspended_Or_Revoked_License",1,"Detention","nee"
"733",689565638263,1,"Plea Of Guilty","District 2 - Skokie",214,19,"Male","Burglary",21,"Non-detention","nee"
"734",698995513751,1,"Plea Of Guilty","District 1 - Chicago",131,32,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Detention","ja"
"735",669119957069,1,"Plea Of Guilty","District 1 - Chicago",88,40,"Female","Narcotics",0,"Detention","ja"
"736",673621872388,2,"Plea Of Guilty","District 1 - Chicago",73,57,"Male","Narcotics",0,"Detention","ja"
"737",706976588326,1,"Plea Of Guilty","District 6 - Markham",222,41,"Male","Aggravated_Fleeing_and_Eluding",0,"Non-detention","nee"
"738",704971320670,1,"Plea Of Guilty","District 1 - Chicago",52,23,"Male","Narcotics",0,"Detention","ja"
"739",674276466079,1,"Plea Of Guilty","District 6 - Markham",57,26,"Male","Forgery",169,"Non-detention","nee"
"740",713364031582,1,"Plea Of Guilty","District 1 - Chicago",28,38,"Male","Narcotics",0,"Non-detention","ja"
"741",669473959350,1,"Plea Of Guilty","District 6 - Markham",444,28,"Male","Failure_to_Register_as_a_Sex_Offender",4,"Detention","nee"
"742",659150507579,4,"Plea Of Guilty","District 5 - Bridgeview",561,23,"Male","Driving_With_Suspended_Or_Revoked_License",2,"Non-detention","nee"
"743",700219492162,1,"Plea Of Guilty","District 1 - Chicago",395,36,"Male","Narcotics",0,"Detention","ja"
"744",647342730455,1,"Plea Of Guilty","District 1 - Chicago",380,18,"Male","Burglary",0,"Non-detention","ja"
"745",679187533508,1,"Plea Of Guilty","District 1 - Chicago",3,28,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Detention","ja"
"746",682202639248,1,"Plea Of Guilty","District 3 - Rolling Meadows",3,31,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Detention","nee"
"747",656767389068,1,"Plea Of Guilty","District 1 - Chicago",377,47,"Male","Burglary",0,"Detention","ja"
"748",668906313588,2,"Plea Of Guilty","District 3 - Rolling Meadows",156,37,"Male","Possession_of_Stolen_Motor_Vehicle",0,"Non-detention","nee"
"749",671016664025,1,"Plea Of Guilty","District 4 - Maywood",139,20,"Male","Credit_Card_Cases",0,"Non-detention","nee"
"750",662228464250,1,"Plea Of Guilty","District 2 - Skokie",139,52,"Male","Retail_Theft",22,"Detention","ja"
"751",646715711679,1,"Plea Of Guilty","District 1 - Chicago",931,31,"Male","Narcotics",0,"Detention","ja"
"752",678183657567,1,"Plea Of Guilty","District 1 - Chicago",262,43,"Male","Driving_With_Suspended_Or_Revoked_License",0,"Detention","ja"
"753",691309316865,1,"Plea Of Guilty","District 6 - Markham",335,22,"Female","Other_Offense",0,"Non-detention","nee"
"754",667443601006,1,"Plea Of Guilty","District 4 - Maywood",517,56,"Male","Aggravated_Battery_Police_Officer",0,"Non-detention","nee"
